time_h,V,TCD,Xv,G,Lac,NH4,P,viability,ml_correction,ml_correction_abs,NH4_mM,batch_id
0,2.5,0.4,0.388,4.0,0.1,0.02,0.0,0.97,,,1.1111111111111112,CHO07
12,2.5,0.7605189821960328,0.7316506127301519,3.7803242311633043,0.2318054613020175,0.02,0.002372792827062958,0.9620412242932816,0.0508052460874564,0.0001147218515917571,1.1111111111111112,CHO07
24,2.5,1.431567177475638,1.3658128905181501,3.374234428166073,0.4754593431003562,0.02,0.006978565634830993,0.9540683189779218,0.05162069436732363,0.00034255545339438673,1.1111111111111112,CHO07
36,2.56,2.611030445729294,2.469794747065038,2.5628674403047813,0.9022795358171312,0.02096,0.015867892836246907,0.9459080613574359,0.056698626509478454,0.0008514137397780779,1.1644444444444444,CHO07
48,2.65,4.558807737546927,4.273684191070078,1.2490035334414769,1.6048166299351139,0.0223325,0.03419957522069273,0.9374565537983682,0.060323755172822346,0.0019456763017549616,1.2406944444444445,CHO07
60,2.7736,7.287896575082861,6.765416934335416,0.09394567198405412,2.595594200583152,0.02400785962264151,0.08292622801252213,0.9283085818569667,0.0651506752726074,0.005072239898306685,1.3337699790356397,CHO07
72,2.9279200000000003,8.127377732521271,7.439173992917079,0.0,3.0052114062393507,0.025916969480960648,0.2954342478948062,0.9153227815596189,0.06698287804802425,0.018546723293395573,1.4398316378311473,CHO07
84,3.1127200000000004,7.614406269854965,6.853588412559143,0.5518842634278587,2.9762192030990837,0.02796980700381594,0.5509783756681661,0.9000817883453552,0.06748903848525675,0.03483408209303751,1.5538781668786634,CHO07
96,3.3280000000000003,10.43384642009731,9.284399165886049,0.0,3.9813803204747686,0.030083283303713942,0.6356237344951884,0.8898347543244228,0.06211354935642935,0.0371719636084179,1.671293516872997,CHO07
108,3.5737600000000005,9.663346992151663,8.453945369725101,0.5311462454127176,3.887913718792078,0.032188671613593525,0.8734909929255174,0.8748465077980944,0.06716087050170459,0.05497241988707491,1.7882595340885292,CHO07
120,3.8200000000000003,12.781002572035765,11.036463716074776,0.0,4.970855552970521,0.03402376724795721,0.9806918139499322,0.8635053200147257,0.09446029004302536,0.08464120081039173,1.8902092915531783,CHO07
132,4.06336,11.966765717080104,10.166843236837783,0.12194042089327668,4.768604277006296,0.035696513045797705,1.8131753567590827,0.8495898956496407,0.1246080794265267,0.2009022547521344,1.9831396136554282,CHO07
144,4.306384,12.442074025364393,10.37481615332911,0.0,4.826900166433801,0.03722788375942573,2.524338761913609,0.8338494154735799,0.07360919426533044,0.17307465631789354,2.0682157644125407,CHO07
156,4.518904,11.828057817829153,9.613977312840705,0.0,4.696258793589899,0.038470021618871496,3.223919570227842,0.8128111530152456,0.05700039010954308,0.1738548773531985,2.1372234232706386,CHO07
168,4.70092,11.351637922259345,8.935466563074794,0.0,4.6067768733038825,0.03949293136420629,3.8590873409003814,0.787152182290214,0.04281683313597249,0.15844958911488005,2.194051742455905,CHO07
180,4.8526,10.985365694685106,8.307657377697778,0.0,4.550777415064478,0.04033516908034,4.574104675839622,0.7562476852015181,0.06364296944863934,0.27369109043257467,2.240842726685556,CHO07
192,4.9739439999999995,10.710665901820278,7.707249100095724,0.0,4.523114575125244,0.04101894441364082,5.230621977214695,0.7195863609923522,0.04896103720968323,0.24414317421877918,2.278830245202268,CHO07
204,5.064952,10.514693393405855,7.117174087570843,0.0,4.520264136817145,0.04155198305018089,6.241991791252789,0.6768788990113854,0.11004057212015969,0.6187812996482478,2.3084435027878274,CHO07
216,5.125624,10.388740081792097,6.526056332452408,0.0,4.539907699676275,0.04192906619785321,7.78064021059993,0.62818554329705,0.17586179594946685,1.1636719262299646,2.3293925665474005,CHO07
