mu,qG,qL,qNH4,qP,kd,dVdt,T_phase,time_h
0.07510812129084016,0.047181221829187256,0.02830873309751235,0.0,0.0004849808796115122,0.0013,0.0,0,0
0.07352963469563062,0.046252700848782226,0.027751620509269336,0.0,0.00048557071733841507,0.0013,0.0,0,12
0.07065804639438747,0.04456353225344425,0.026738119352066547,8.785976529660328e-05,0.0005006419677393785,0.0013,0.0050000000000000044,0,24
0.06509471302991086,0.04129098514054455,0.024774591084326728,7.117241228603645e-05,0.0005717027602648046,0.0013,0.0074999999999999884,0,36
0.05377353541010983,0.03463147281096296,0.020778883686577775,5.2978901626077116e-05,0.0008823287410576117,0.0013,0.010300000000000012,0,48
0.014235606872252341,0.011373881469629924,0.006824328881777955,3.9968961896777135e-05,0.002445959367547702,0.0013,0.012860000000000019,0,60
0.0,0.003,0.0018,4.13198357751133e-05,0.0026812655913468447,0.0013,0.015400000000000006,0,72
0.03661987171483257,0.02454108833749661,0.014724653002497964,4.921882292797344e-05,0.0010405718991634192,0.0013,0.017939999999999994,0,84
0.0,0.003,0.0018,3.883686134497554e-05,0.0020628978652125723,0.0013,0.020480000000000016,0,96
0.03262742582390652,0.022192592136067286,0.013315555281640372,3.9951431061963255e-05,0.0008156456907440252,0.0014288373050476409,0.020519999999999983,0,108
0.0,0.0024000000000000002,0.0008640000000000001,2.8996994611908667e-05,0.005240643269187681,0.001257366999631858,0.020280000000000003,1,120
0.008293971646390058,0.007820892957841243,0.0028155214648228474,3.0051365789235206e-05,0.005299352923804302,0.0016052526087589822,0.02025200000000001,1,132
0.0,0.0024000000000000002,0.0008640000000000001,2.4734040598611387e-05,0.0052234019516341264,0.0019987646131605016,0.017709999999999965,1,144
0.0,0.0024000000000000002,0.0008640000000000001,2.2297707019951147e-05,0.005257742206057153,0.002524721174618859,0.015167999999999996,1,156
0.0,0.0024000000000000002,0.0008640000000000001,1.9738920859834695e-05,0.005277132119979084,0.00316619544274465,0.012639999999999985,1,168
0.0,0.0024000000000000002,0.0008640000000000001,1.6976261914212735e-05,0.00528382085513084,0.0039388078699620485,0.010111999999999973,1,180
0.0,0.0024000000000000002,0.0008640000000000001,1.3878278275646453e-05,0.005279585187944968,0.004855340975191196,0.007584000000000035,1,192
0.0,0.0024000000000000002,0.0008640000000000001,1.0243129807627302e-05,0.005265994631535935,0.005923027524715365,0.005056000000000023,1,204
0.0,0.0024000000000000002,0.0008640000000000001,5.767482175761815e-06,0.005244493471495243,0.00714036141757375,0.0025280000000000116,1,216
