mu,qG,qL,qNH4,qP,kd,dVdt,T_phase,time_h
0.11189205869556643,0.068818819339263,0.041291291603557795,0.0,0.00034446874617213293,0.0015,0.0,0,0
0.10537789849743776,0.06498696265322065,0.03899217759193239,0.0,0.0003612828002522159,0.0015,0.0,0,12
0.09141004765727946,0.056770584639232256,0.03406235078353935,3.663483627417908e-05,0.0004594170251029613,0.0015,0.010199999999999987,0,24
0.0,0.003,0.0018,2.6031395414923984e-05,0.0025089532609391127,0.0015,0.015400000000000006,0,36
0.04134824893854114,0.027322485068268277,0.016393491040960967,3.5446396461108056e-05,0.0013662968439106275,0.0015,0.020600000000000025,0,48
0.0,0.003,0.0018,2.9492873212633892e-05,0.0018801230282274376,0.0015,0.025799999999999972,0,60
0.05146195490491604,0.03327172037246805,0.019963032223480826,3.625595835401706e-05,0.0006591358814552245,0.0015,0.03099999999999999,0,72
0.0,0.003,0.0018,2.579895907927215e-05,0.0013317726145103234,0.0015,0.03620000000000001,0,84
0.028969241314991755,0.021334132275071555,0.0096003595237822,3.028328863649976e-05,0.004105067439945503,0.00105,0.040700000000000035,1,96
0.0,0.0024000000000000002,0.00108,2.2537033435571343e-05,0.003714578305170905,0.001258859578175552,0.040560000000000006,1,108
0.004605593677590278,0.005410189978693006,0.0024345854904118526,2.3427943815937884e-05,0.003793230624132748,0.0016162906039458237,0.04041999999999998,1,120
0.0,0.0024000000000000002,0.00108,2.0213569979268046e-05,0.0037807530392226373,0.0020395074090016414,0.03527999999999998,1,132
0.0,0.0024000000000000002,0.00108,1.827618742749665e-05,0.00382734028141741,0.002586177293764715,0.030280000000000012,1,144
0.0,0.0024000000000000002,0.00108,1.6227247999610244e-05,0.003855853121634786,0.003253346467228759,0.02513999999999994,1,156
0.0,0.0024000000000000002,0.00108,1.4000491987535453e-05,0.0038685167476876343,0.004056826750168304,0.020140000000000047,1,168
0.0,0.0024000000000000002,0.00108,1.1485910956279098e-05,0.003868370028468892,0.0050094633611210875,0.015140000000000006,1,180
0.0,0.0024000000000000002,0.00108,8.510702772802148e-06,0.0038573426561816383,0.00611774294909084,0.009999999999999934,1,192
