mu,qG,qL,qNH4,qP,kd,dVdt,T_phase,time_h
0.09879876205333489,0.05788817064731347,0.046310536517850776,0.0,0.00034176138707467477,0.0011,0.0,0,0
0.09258389204223023,0.05443546700375736,0.04354837360300589,0.00023357358874655758,0.00035029917652097035,0.0011,0.040000000000000036,0,24
0.07060526036029918,0.04222512285287574,0.033780098282300594,8.475863972531517e-05,0.0005968019267914704,0.0011,0.05080000000000003,0,48
0.0,0.003,0.0024000000000000002,3.5357901560074893e-05,0.0017604326797457002,0.0011,0.0612,0,72
0.04530147550078789,0.02816747240739749,0.022533977925917992,4.346912310666353e-05,0.0005689532114336351,0.0011,0.07160000000000004,0,96
0.0,0.003,0.0024000000000000002,2.12127091551245e-05,0.0010431492617744536,0.0011,0.07699999999999996,0,120
0.017191236962033844,0.01301186811738625,0.00676617142104085,2.266204701509088e-05,0.0031464150243680645,0.0007875969536813646,0.07611999999999997,1,144
0.0,0.0024000000000000002,0.0012480000000000002,1.61111035817506e-05,0.002873313246157639,0.0011042517906936263,0.07597999999999994,1,168
0.0,0.0024000000000000002,0.0012480000000000002,1.726544435082407e-05,0.0029603507160040937,0.001737448593160286,0.07584000000000006,1,192
0.0,0.0024000000000000002,0.0012480000000000002,1.521618392771186e-05,0.0030365430380061946,0.0026929062596907933,0.06070000000000005,1,216
0.0,0.0024000000000000002,0.0012480000000000002,1.4470862414207161e-05,0.00307327545302448,0.004065849627358615,0.05055999999999994,1,240
0.0,0.0024000000000000002,0.0012480000000000002,1.3906805280177603e-05,0.0030897575734556942,0.00596276341137201,0.04041999999999998,1,264
0.0,0.0024000000000000002,0.0012480000000000002,1.1149803144168044e-05,0.0030915416127980087,0.008422946115820602,0.02527999999999997,1,288
