time_h,V,TCD,Xv,G,Lac,NH4,P,viability,ml_correction,ml_correction_abs,NH4_mM,batch_id
0,1.5,0.3,0.285,4.5,0.15,0.03,0.0,0.95,,,1.6666666666666667,CHO02
24,1.5,0.7593041085205866,0.7179189030945572,4.194551211880149,0.30883336982232257,0.03,0.0007184367271002057,0.9454958758136268,0.07800578115541829,5.198693651543027e-05,1.6666666666666667,CHO02
48,1.6440000000000001,1.820661505938424,1.7128129182802725,3.0396797110148523,0.6703265502722764,0.030959999999999998,0.0025981075891798448,0.9407640644313161,0.09414129734023366,0.00022354445414817393,1.72,CHO02
72,1.9440000000000002,4.015121440837155,3.7567282108479203,0.8075530789052183,1.420273274881695,0.032609635036496346,0.007776938470262888,0.9356449776683817,0.07447883164603965,0.0005390681267875615,1.8116463909164637,CHO02
96,2.3784,7.146388660753307,6.64140192036993,1.5834845594114397,2.5315094500306254,0.033964765972785436,0.0378490331321861,0.929336793119485,0.07727940068191008,0.002715127194480492,1.8869314429325243,CHO02
120,2.9375999999999998,12.863258689946242,11.87460275693655,0.25453861570035996,4.5326554970919455,0.03506084016889139,0.060629298985354116,0.9231410984696737,0.11157753524247978,0.006085826251238068,1.9478244538272995,CHO02
144,3.6076799999999998,13.504362639908006,12.341036356424251,0.0,4.847826215107652,0.03605023022186976,0.5238767528404201,0.9138555210265236,0.12049773618559563,0.056337429982165954,2.0027905678816538,CHO02
168,4.2744,11.008678804512552,9.930020560787625,0.10202881773173866,4.305541109559924,0.03670566266224002,0.9503791342098192,0.9020174661392814,0.12037461704416036,0.10211006442567283,2.039203481235557,CHO02
192,4.87776,11.148541230649169,9.951317894897551,0.0,4.4493269730663485,0.03713923728700861,1.3073185020772975,0.8926116600385121,0.11511375855735963,0.1349551516612859,2.0632909603893674,CHO02
216,5.42112,9.906645080964573,8.73770099416203,0.0,4.238838298230275,0.03743035944712535,1.7102156404934894,0.882004040999849,0.1307641847661208,0.19777329085609052,2.0794644137291862,CHO02
240,5.901120000000001,9.029485077337462,7.871772203861125,0.0,4.113891364317713,0.03765788207443849,2.22454311384041,0.871785283041,0.18779838725235032,0.351714241773756,2.0921045596910273,CHO02
