time_h,V,TCD,Xv,G,Lac,NH4,P,viability,ml_correction,ml_correction_abs,NH4_mM,batch_id
0,8.0,0.4,0.384,4.0,0.15,0.04,0.0,0.96,,,2.2222222222222223,CHO04
24,8.0,1.348468115712015,1.2843917910835345,3.466502619314359,0.5767979045485128,0.04,0.0034836462558985757,0.9524821359275172,0.10603428312482471,0.000333973312618373,2.2222222222222223,CHO04
48,8.96,4.182966176565873,3.9502926150834177,1.3725270978744462,1.8499783217004429,0.04239999999999999,0.015344964940271535,0.9443759400241013,0.10684309412240658,0.001481242953156237,2.355555555555555,CHO04
72,10.179200000000002,10.701929976648799,10.002357456731614,0.0,4.800839675393227,0.04466628571428571,0.0766067656698758,0.934631181343587,0.09692146571922605,0.006768798172679905,2.4814603174603174,CHO04
96,11.648000000000001,9.157703048235785,8.295012581508665,0.6944797444105137,4.684241918530176,0.04670909453451295,0.5376129178793139,0.9057961955980528,0.10131308666440683,0.04945662119205235,2.5949496963618306,CHO04
120,13.366400000000002,17.763269310167885,15.870913430381888,0.0,8.479258677348458,0.048472066027635624,0.5302315936642573,0.893468040891392,-0.07232044805239869,-0.04133602637336398,2.692892557090868,CHO04
144,15.214400000000001,15.307370812053941,13.257654496081829,0.652841276345039,8.221105386660568,0.04985041935994121,0.9054151471538466,0.8660961218527454,0.05988134445130938,0.05115428871542249,2.769467742218956,CHO04
168,17.04128,19.784990608565344,16.88510311791366,0.0,9.386835767806323,0.05107528862360297,1.6807729109456127,0.853429928372255,-0.06511269189503877,-0.11706186162454801,2.8375160346446098,CHO04
192,18.8648,17.667876983618683,14.63080526012344,0.0,8.888130191791145,0.052138827402153,2.409280622032509,0.8281020562735886,-0.09605941833879605,-0.25602799549286814,2.8966015223418333,CHO04
216,20.68496,15.963201451913951,12.609073418655393,0.0,8.46878564829857,0.05317081740519534,3.108967941823041,0.7898837496123683,-0.033376705927695795,-0.10735010150200175,2.9539343002886302,CHO04
240,22.14176,14.838945380103889,10.90612055141764,0.0,8.250013128265206,0.054030791536878314,4.342713560017002,0.7349660149056554,0.14014258494084647,0.5337920993364387,3.0017106409376844,CHO04
264,23.3552,14.025723220617325,9.244206393309,0.0,8.124545871338617,0.05485743283728781,6.161957814171083,0.6590894635451197,0.2552013004883271,1.2528186890173592,3.047635157627101,CHO04
288,24.32528,13.443151734102269,7.537335289204449,0.0,8.06396775605648,0.055664255313780324,8.554064002242418,0.5606821553671759,0.297739330975623,1.9625522879356723,3.0924586285433517,CHO04
