mu,qG,qL,qNH4,qP,kd,dVdt,T_phase,time_h
0.07676057012625125,0.04815324998411839,0.028891949990471035,0.0,0.00016466446618370825,0.0007,0.0,0,0
0.0748867021504235,0.04705097535261657,0.02823058521156994,0.00012289078540118182,0.0001684552765315805,0.0007,0.0025000000000000022,0,24
0.06860950634051907,0.04335850940118217,0.0260151056407093,8.62361192288415e-05,0.00019771110391552963,0.0007,0.005159999999999998,0,48
0.058642604100549826,0.037495629179365095,0.022497377507619057,4.6988169458786546e-05,0.0002030693820168247,0.0007,0.007700000000000003,0,72
0.0,0.003,0.0018,2.4751485694378373e-05,0.0007361828317430444,0.0007,0.010240000000000008,0,96
0.030842639395168903,0.022558574664440677,0.012181630318797966,3.210497702314634e-05,0.0015169753015326132,0.0005949999999999999,0.012640000000000004,1,120
0.0,0.0024000000000000002,0.0012960000000000003,2.129080490729431e-05,0.0012290310261057855,0.0005949999999999999,0.015111999999999995,1,144
0.0,0.0024000000000000002,0.0012960000000000003,2.584530394447651e-05,0.0012502946012947732,0.0005949999999999999,0.017584000000000006,1,168
0.0,0.0024000000000000002,0.0012960000000000003,3.079384490869518e-05,0.001279655437428281,0.0006251455724651983,0.020069999999999994,1,192
0.0,0.0024000000000000002,0.0012960000000000003,3.263786433739543e-05,0.0013139629512257786,0.0010131259596187396,0.02005599999999998,1,216
0.0,0.0024000000000000002,0.0012960000000000003,3.069491409808938e-05,0.0013422287233088761,0.0016167556816786403,0.01754200000000002,1,240
