mu,qG,qL,qNH4,qP,kd,dVdt,T_phase,time_h
0.11855841566573382,0.06886574988887996,0.05509259991110397,0.0,0.0004366951057065289,0.0011,0.0,0,0
0.10973555743465571,0.06396416470582833,0.05117133176466267,0.00020456915312278958,0.0004544882288266881,0.0011,0.040000000000000036,0,24
0.0669682640477795,0.04020457046844947,0.032163656374759576,6.547094867826172e-05,0.0010976921009595748,0.0011,0.05080000000000003,0,48
0.0,0.003,0.0024000000000000002,2.828699304741255e-05,0.001880237350271713,0.0011,0.0612,0,72
0.04178408288587528,0.02621336648472711,0.02097069318778169,3.4776124397714596e-05,0.0007081867401609116,0.0011,0.07160000000000004,0,96
0.0,0.003,0.0024000000000000002,1.7753893259422953e-05,0.0010494185390159476,0.0011,0.07699999999999996,0,120
0.01455412652287392,0.011384023172130091,0.005919692049507648,1.894886237128767e-05,0.003098938562111962,0.0007663314739586716,0.07611999999999997,1,144
0.0,0.0024000000000000002,0.0012480000000000002,1.4174729965079095e-05,0.0028355178046246717,0.0010906184755510736,0.07597999999999994,1,168
0.0,0.0024000000000000002,0.0012480000000000002,1.5180008704970017e-05,0.0028993615175105856,0.0017163973133335522,0.07584000000000006,1,192
0.0,0.0024000000000000002,0.0012480000000000002,1.3365051533088535e-05,0.002956768694328071,0.0026612382413842076,0.06070000000000005,1,216
0.0,0.0024000000000000002,0.0012480000000000002,1.2693201193939515e-05,0.002981006771221001,0.004020211949694504,0.05055999999999994,1,240
0.0,0.0024000000000000002,0.0012480000000000002,1.2176814738010513e-05,0.0029884020430042462,0.005900492234225465,0.04041999999999998,1,264
0.0,0.0024000000000000002,0.0012480000000000002,9.741359456069804e-06,0.002983626097252125,0.008344182894537753,0.02527999999999997,1,288
