time_h,V,TCD,Xv,G,Lac,NH4,P,viability,NH4_mM,batch_id,t_shift
0,1.5,0.3,0.285,4.5,0.15,0.0,0.0,0.95,0.0,CHO02,120
24,1.5,0.8144203810779669,0.7702793620240684,4.1607702924294445,0.32639944793668885,0.0,0.0008373343522731794,0.9458006944822852,0.0,CHO02,120
48,1.6440000000000001,2.0950815438820896,1.97228622685641,2.867474034867423,0.75987350186894,0.0038399999999999997,0.0030946173247753143,0.9413887648505818,0.21333333333333332,CHO02,120
72,1.9440000000000002,4.87916115701724,4.5695200603891175,0.2554399253706858,1.707372114719652,0.010438540145985402,0.010032348244996294,0.936538046876604,0.5799188969991891,CHO02,120
96,2.3784,6.981932955599457,6.484011612935841,1.588924707195292,2.528680573183022,0.01674795278003064,0.08613409075745374,0.9286843133799665,0.9304418211128135,CHO02,120
120,2.9375999999999998,13.0402281601195,12.032447195843453,0.09363603305072798,4.616324840069755,0.021891975991183883,0.09396648195268144,0.9227175359279287,1.2162208883991046,CHO02,120
144,3.6076799999999998,12.012449253765281,10.95703493350548,0.0,4.457162957872007,0.02588524421280272,0.5354266464176388,0.9121399559770058,1.4380691229334845,CHO02,120
168,4.2744,9.792479587256501,8.816405610728054,0.1950337133518802,3.9474173801991084,0.02841922449332654,0.8527685543721331,0.9003241244639747,1.5788458051848078,CHO02,120
192,4.87776,10.941814228905773,9.758078072437764,0.0,4.3395267327617235,0.03002248499999566,1.0792787620800803,0.8918153670219652,1.6679158333330923,CHO02,120
216,5.42112,9.72294651515638,8.568027810504182,0.0,4.135732189690418,0.031106380589447043,1.3236667641240625,0.8812172109707812,1.7281322549692804,CHO02,120
240,5.901120000000001,8.862051658138814,7.718914071985148,0.0,4.015052708589788,0.03189384467750733,1.5309924185333166,0.8710075690989885,1.7718802598615186,CHO02,120
