mu,qG,qL,qNH4,qP,kd,dVdt,T_phase,time_h
0.1184724895628476,0.06223621516331622,0.049788972130652975,0.0,0.0004416038294060003,0.002,0.0,0,0
0.11202200783904397,0.05901097591403402,0.04720878073122722,0.0,0.0004515109656395494,0.002,0.0,0,12
0.09772033306502531,0.0518601421024416,0.041488113681953286,5.559333328219381e-05,0.000533510678592387,0.002,0.007700000000000003,0,24
0.05702745903412339,0.031513715260204064,0.025210972208163252,3.3850923256252126e-05,0.0011562426782577824,0.002,0.010400000000000001,0,36
0.0,0.003,0.0024000000000000002,2.5040617894698007e-05,0.001863734602533621,0.002,0.0131,0,48
0.057806209108631504,0.0319030901027707,0.025522472082216557,3.093775441762839e-05,0.000492745160390918,0.002,0.015799999999999998,0,60
0.0,0.0024000000000000002,0.001152,2.111384812534017e-05,0.0039061574543263733,0.0006,0.01792000000000001,1,72
0.014639308401935582,0.010532944593883882,0.0050558134050642635,2.44387970441359e-05,0.003919388631222734,0.0006,0.020280000000000003,1,84
0.0,0.0024000000000000002,0.001152,2.0872560546212443e-05,0.003726076618848013,0.0006866081621521324,0.020280000000000003,1,96
0.000427855183102896,0.0026376971918920583,0.001266094652108188,2.1345765845820473e-05,0.003750011508617322,0.000880559049255169,0.020280000000000003,1,108
0.0,0.0024000000000000002,0.001152,2.179663842158593e-05,0.003767401924079471,0.0011245788238185889,0.020280000000000003,1,120
0.0011786091811352064,0.003054782514640385,0.0014662956070273846,2.2500181780875547e-05,0.0037906830494030467,0.0014331172464925597,0.020280000000000003,1,132
0.0,0.0024000000000000002,0.001152,2.3024790869239223e-05,0.0037972348798407047,0.001813522293926994,0.020280000000000003,1,144
0.0017574606861991435,0.0033763665054625767,0.0016206559226220369,2.412322671867686e-05,0.003818698820882069,0.0022917707932122023,0.020139999999999974,1,156
0.0,0.0024000000000000002,0.001152,2.1824577660047485e-05,0.0038168613314081283,0.0028674901778865803,0.017640000000000027,1,168
0.0,0.0024000000000000002,0.001152,2.000726045358134e-05,0.0038267481123434506,0.003576620500244709,0.015140000000000006,1,180
0.0,0.0024000000000000002,0.001152,1.8061943954779907e-05,0.0038286443552999444,0.004422696353102395,0.012639999999999985,1,192
0.0,0.0024000000000000002,0.001152,1.5884531389951985e-05,0.003823681076436644,0.005415427047818305,0.010139999999999963,1,204
0.0,0.0024000000000000002,0.001152,8.874162527836992e-06,0.003812916894780487,0.006557312830071843,0.004999999999999967,1,216
