mu,qG,qL,qNH4,qP,kd,dVdt,T_phase,time_h
0.07144727514971762,0.049594986486923315,0.025789392973200126,0.0,0.00012241730296391512,0.0005,0.0,0,0
0.06952007172619705,0.04835163024165601,0.025142847725661124,0.00020771684649523373,0.0001264512583340357,0.0005,0.006000000000000005,0,24
0.06297276297599805,0.0441275628054421,0.02294633265882989,0.00015420492669875792,0.00015849715440034048,0.0005,0.012500000000000002,0,48
0.027267780485791697,0.021092105092701034,0.010967894648204538,7.88009024510303e-05,0.0007143669522302603,0.0005,0.018099999999999995,0,72
0.045951098071442986,0.033145850597156384,0.01723584231052132,5.835980461583171e-05,0.00018046889525181992,0.0005,0.023299999999999987,0,96
0.006220356392029147,0.007259033643724376,0.003095251945684074,3.11204638255122e-05,0.0016029378084114838,0.00044,0.02792,1,120
0.0,0.0028000000000000004,0.0011939200000000002,2.7827335881560862e-05,0.0015830462355576967,0.00044,0.02778000000000001,1,144
0.010771906933512772,0.010521791549620949,0.004486491916758373,2.653586667942012e-05,0.0016393876863625772,0.00044,0.025140000000000013,1,168
0.0,0.0028000000000000004,0.0011939200000000002,1.8908531134609976e-05,0.0015568925002895425,0.00044,0.022639999999999993,1,192
0.0,0.0028000000000000004,0.0011939200000000002,1.7223448021638263e-05,0.001578185706967937,0.00044,0.020000000000000018,1,216
0.0,0.0028000000000000004,0.0011939200000000002,1.5367647404965487e-05,0.0015897493385133876,0.00044,0.017499999999999998,1,240
